aX,aY,aZ,gX,gY,gZ
-0.227,-0.014,1.105,-17.517,-12.878,-7.019
-0.222,-0.031,1.122,-13.367,-10.803,-6.348
-0.222,-0.050,1.122,-6.592,-8.850,-5.371
-0.225,-0.055,1.118,-0.305,-7.874,-4.517
-0.219,-0.054,1.110,4.761,-6.653,-3.845
-0.222,-0.069,1.112,6.958,-5.554,-3.906
-0.225,-0.070,1.119,7.080,-4.028,-3.540
-0.233,-0.070,1.106,5.676,-1.221,-3.296
-0.246,-0.086,1.075,3.967,1.892,-3.418
-0.259,-0.096,1.033,2.747,4.028,-3.296
-0.266,-0.089,1.002,1.282,5.127,-2.502
-0.266,-0.084,0.977,-1.465,4.883,-1.892
-0.267,-0.082,0.980,-4.456,3.906,-1.221
-0.261,-0.092,0.970,-5.554,3.967,-0.977
-0.265,-0.088,0.954,-6.470,4.456,0.061
-0.269,-0.076,0.955,-7.629,4.028,1.587
-0.261,-0.058,0.952,-7.690,3.113,3.113
-0.264,-0.042,0.944,-6.958,2.380,3.967
-0.257,-0.025,0.936,-4.761,1.587,4.944
-0.245,-0.015,0.943,-2.380,0.244,5.066
-0.240,-0.003,0.957,-1.038,-0.916,5.066
-0.228,0.001,0.978,-1.099,-1.709,4.639
-0.229,-0.013,0.998,-0.793,-1.709,3.845
-0.226,-0.019,1.001,-0.427,-0.671,3.235
-0.226,-0.026,1.008,0.488,0.305,3.052
-0.225,-0.029,1.005,0.732,1.221,3.113
-0.225,-0.006,0.966,0.916,2.197,3.601
-0.224,-0.015,0.969,0.854,1.526,3.296
-0.217,-0.007,0.976,-0.549,0.732,2.991
-0.216,-0.004,0.974,-1.404,0.977,3.052
-0.223,-0.012,0.965,-1.892,1.099,2.747
-0.219,-0.006,0.976,-2.441,0.610,3.296
-0.211,0.004,0.979,-3.479,0.916,3.784
-0.221,-0.007,0.990,-4.456,1.831,3.357
-0.226,0.000,0.981,-3.845,2.502,3.540
-0.219,0.015,0.987,-1.465,2.197,3.967
-0.220,0.026,0.974,1.282,2.563,3.113
-0.221,0.021,0.944,2.991,3.540,1.770
-0.220,0.022,0.933,2.625,3.296,1.038
-0.219,0.019,0.926,1.221,2.441,0.305
-0.219,-0.001,0.939,-0.549,1.648,-0.610
-0.222,-0.021,0.965,-2.258,1.099,-0.977
-0.233,-0.016,0.962,-2.197,1.587,-0.610
-0.232,-0.015,0.967,-1.038,1.709,-0.610
-0.225,-0.023,0.978,-0.122,1.404,-0.610
-0.226,-0.027,0.978,1.892,1.770,-0.610
-0.231,-0.030,0.960,3.052,2.563,-0.549
-0.224,-0.023,0.947,2.869,2.380,0.183
-0.223,-0.014,0.950,2.075,1.648,0.610
-0.230,-0.022,0.950,1.587,1.221,0.183
-0.225,-0.024,0.954,1.587,0.549,0.000
-0.218,-0.021,0.964,2.808,0.000,-0.183
-0.221,-0.043,0.977,3.479,-0.610,-0.977
-0.220,-0.039,0.983,3.662,-0.366,-0.549
-0.219,-0.030,0.982,3.113,0.061,-0.061
-0.222,-0.053,0.996,1.404,0.549,-0.549
-0.222,-0.057,1.006,-0.610,1.038,-0.061
-0.224,-0.048,1.002,-1.404,2.258,1.221
-0.225,-0.031,0.999,-1.587,3.174,2.075
-0.220,-0.015,0.991,-1.404,3.845,2.380
-0.220,-0.017,0.994,-0.183,3.845,1.892
-0.220,-0.025,0.981,0.427,4.639,1.160
-0.220,-0.040,0.977,0.549,5.249,0.610
-0.220,-0.042,0.978,-0.183,5.371,0.854
-0.223,-0.040,0.976,-0.732,5.493,1.282
-0.222,-0.041,0.985,-0.427,5.371,1.648
-0.220,-0.045,1.002,-0.427,5.310,1.648
-0.221,-0.030,1.000,0.061,6.531,1.953
-0.216,-0.016,0.982,0.488,7.629,2.014
-0.209,-0.015,0.979,0.183,7.385,1.343
-0.224,-0.014,0.989,-0.244,6.836,0.793
-0.217,-0.028,1.001,-0.671,7.019,0.427
-0.207,-0.022,1.005,0.244,8.057,0.305
-0.228,-0.042,0.985,0.366,9.705,-0.122
-0.216,-0.034,0.975,0.061,10.498,0.305
-0.214,-0.016,0.968,0.305,10.437,1.099
-0.210,-0.007,0.961,0.366,10.437,0.671
-0.205,-0.014,0.952,1.526,10.437,-0.244
-0.204,-0.010,0.950,1.709,10.132,-0.671
-0.201,-0.006,0.973,0.732,9.399,-1.160
-0.198,0.002,0.978,0.854,9.827,-2.319
-0.196,-0.006,0.983,-0.122,10.864,-2.869
-0.199,-0.045,0.995,-1.465,11.108,-3.967
-0.215,-0.046,1.000,-3.357,11.658,-3.296
-0.186,0.011,0.994,-5.188,13.489,-1.648
-0.194,-0.046,0.987,-6.348,13.611,-3.357
-0.190,-0.043,0.985,-6.897,13.794,-3.235
-0.183,-0.042,0.967,-7.080,13.794,-2.502
-0.182,-0.036,0.955,-6.348,13.611,-1.831
-0.181,-0.032,0.969,-6.165,12.207,-1.282
-1.328,-0.571,1.214,19.592,-517.883,-37.415
-1.461,-0.513,1.429,58.105,-520.203,-27.893
-1.568,-0.400,1.521,105.957,-510.315,-23.193
-1.653,-0.327,1.485,142.700,-495.728,-27.161
-1.693,-0.228,1.517,140.869,-477.661,-33.386
-1.667,-0.229,1.703,88.867,-453.308,-40.588
-1.635,-0.301,1.961,-6.165,-418.213,-41.809
-1.569,-0.325,2.464,-128.357,-377.625,-29.541
-1.399,-0.115,2.868,-243.774,-327.271,-2.747
-1.287,0.262,2.831,-291.382,-261.719,24.902
-1.200,0.626,2.631,-264.832,-210.144,34.241
-1.073,0.959,2.538,-191.406,-184.387,22.888
-0.898,0.952,2.567,-85.266,-174.438,-12.695
-0.893,0.354,2.715,20.203,-159.851,-66.284
-0.873,-0.334,2.768,90.332,-132.507,-103.394
-0.822,-0.910,2.763,126.892,-97.168,-112.122
-0.734,-1.273,2.688,133.728,-55.847,-101.257
-0.674,-1.532,2.411,122.192,-7.690,-87.219
-0.656,-1.596,2.035,93.994,38.696,-74.829
-0.664,-1.510,1.629,57.983,72.632,-76.782
-0.711,-1.969,1.221,28.198,91.980,-62.012
-0.671,-1.125,0.917,-5.554,98.755,43.396
-0.586,-0.647,0.715,-31.860,95.215,84.412
-0.500,-0.328,0.550,-45.288,86.060,96.191
-0.428,0.004,0.450,-55.359,75.623,99.365
-0.348,0.274,0.453,-57.800,57.800,94.727
-0.273,0.381,0.570,-53.284,37.659,80.566
-0.218,0.367,0.703,-43.579,22.644,62.073
-0.185,0.272,0.840,-33.081,13.306,45.593
-0.173,0.224,0.908,-24.170,10.376,34.302
-0.161,0.196,0.926,-18.494,10.681,26.245
-0.155,0.166,0.932,-16.846,11.475,18.677
-0.154,0.118,0.927,-17.395,12.146,11.658
-0.147,0.080,0.885,-17.334,13.000,6.226
-0.165,0.045,0.877,-17.517,11.047,2.258
-0.166,0.003,0.913,-18.127,8.118,-1.038
-0.187,-0.042,0.912,-17.883,7.568,-3.052
-0.189,-0.061,0.915,-16.907,6.897,-3.296
-0.194,-0.062,0.930,-14.526,5.127,-3.113
-0.198,-0.049,0.935,-11.414,4.211,-3.113
-0.200,-0.057,0.943,-7.874,3.479,-3.723
-0.206,-0.076,0.949,-4.395,3.113,-5.066
-0.211,-0.094,0.943,-2.319,3.723,-5.981
-0.224,-0.130,0.940,-2.502,4.517,-6.775
-0.234,-0.155,0.925,-3.723,5.493,-6.836
-0.240,-0.151,0.916,-5.859,6.287,-5.859
-0.248,-0.152,0.913,-7.629,7.690,-5.432
-0.255,-0.171,0.892,-8.972,8.606,-5.005
-0.262,-0.181,0.892,-10.193,7.874,-3.662
-0.255,-0.172,0.902,-11.108,6.714,-1.709
-0.250,-0.144,0.900,-11.292,5.676,0.366
-0.253,-0.122,0.916,-9.155,4.089,1.648
-0.247,-0.097,0.943,-6.653,2.258,2.441
-0.244,-0.077,0.954,-3.601,1.343,2.686
-0.220,-0.070,0.952,-1.282,1.587,1.770
-0.220,-0.062,0.954,-1.526,2.014,0.366
-0.212,-0.055,0.973,-3.845,1.953,-0.793
-0.206,-0.055,0.968,-5.005,2.747,-2.319
-0.207,-0.068,0.949,-5.676,3.601,-3.296
-0.208,-0.080,0.951,-5.005,2.502,-3.845
-0.209,-0.110,0.970,-2.380,0.671,-4.211
-0.211,-0.134,0.977,0.061,0.000,-3.845
-0.208,-0.133,0.993,1.709,-0.366,-2.686
-0.208,-0.142,0.989,2.991,-0.122,-1.709
-0.208,-0.141,0.978,1.892,0.916,-0.488
-0.207,-0.134,0.979,-0.183,1.526,0.916
-0.205,-0.122,0.967,-2.808,2.136,2.014
-0.205,-0.117,0.966,-4.700,2.075,2.502
-0.198,-0.105,0.971,-4.883,1.892,2.869
-0.208,-0.090,0.954,-4.211,2.075,2.991
-0.198,-0.075,0.956,-3.845,1.770,2.930
-0.198,-0.050,0.964,-3.784,1.282,2.869
-0.198,-0.048,0.955,-3.845,1.587,1.404
-0.199,-0.067,0.969,-4.333,1.404,-0.183
-0.204,-0.087,0.977,-3.784,1.221,-1.282
-0.207,-0.089,0.982,-2.197,1.404,-1.770
-0.208,-0.114,0.987,-0.305,1.587,-2.014
-0.207,-0.124,0.976,1.526,1.892,-2.075
-0.208,-0.100,0.946,2.930,2.075,-1.099
-0.211,-0.113,0.955,1.953,1.038,-1.343
-0.215,-0.128,0.959,0.122,0.122,-1.587
-0.215,-0.127,0.976,-1.099,-0.244,-0.610
-0.211,-0.130,0.993,-1.587,-0.366,0.305
-0.211,-0.120,0.987,-1.221,0.427,1.038
-0.213,-0.121,0.979,-1.038,1.404,1.343
-0.211,-0.125,0.975,-1.831,1.892,1.709
-0.205,-0.096,0.954,-2.869,2.808,2.686
-0.199,-0.090,0.960,-4.150,2.930,2.625
-0.201,-0.094,0.960,-5.981,3.235,2.014
-0.196,-0.085,0.957,-7.446,3.540,1.953
-0.197,-0.081,0.964,-8.606,3.113,1.648
-0.197,-0.079,0.967,-9.155,2.991,1.343
-0.190,-0.075,0.981,-9.216,2.625,1.282
-0.192,-0.070,0.980,-8.606,2.563,0.977
-0.197,-0.075,0.975,-6.714,3.052,0.488
-0.205,-0.086,0.966,-4.639,2.991,0.122
-0.203,-0.089,0.968,-2.075,2.441,-0.305
-0.198,-0.091,0.979,-1.282,1.587,0.183
-0.203,-0.077,0.976,-1.404,2.258,0.549
-0.203,-0.091,0.978,-2.075,2.869,0.244
-0.200,-0.073,0.976,-3.601,3.662,0.549
-0.208,-0.087,0.972,-3.845,4.150,0.183
-0.208,-0.092,0.970,-2.869,4.272,-0.122
-0.207,-0.091,0.962,-1.282,4.211,0.305
-0.204,-0.084,0.963,0.183,4.211,0.488
-0.203,-0.080,0.973,0.305,4.211,0.488
-0.197,-0.078,0.975,-0.610,5.066,0.122
-0.196,-0.083,0.972,-1.892,6.104,-0.305
-0.197,-0.084,0.965,-3.235,6.592,-0.183
-0.198,-0.061,1.002,-3.601,6.104,0.122
-0.204,-0.089,0.972,-2.930,7.202,-0.854
-0.191,-0.055,0.987,-1.404,6.165,-0.122
-0.189,-0.060,0.981,-0.732,6.348,-0.793
-0.191,-0.082,0.973,-1.038,6.958,-2.075
-0.188,-0.078,0.982,-2.197,6.897,-1.465
-0.194,-0.075,0.993,-2.930,6.836,-1.099
-0.194,-0.085,0.983,-3.296,7.385,-1.282
-0.190,-0.063,1.000,-3.296,6.958,-0.366
-0.190,-0.062,1.016,-2.625,7.141,-0.610
-1.424,-0.349,2.282,-66.040,-534.546,84.412
-1.281,0.231,2.888,-167.725,-475.708,116.150
-1.135,0.768,2.918,-215.210,-387.024,131.714
-1.141,0.898,2.443,-191.406,-309.265,115.601
-1.273,0.795,1.771,-114.624,-268.372,88.562
-1.446,0.508,1.227,-16.174,-265.930,61.035
-1.507,0.228,1.095,62.805,-293.396,42.908
-1.508,-0.059,1.483,95.764,-324.890,34.119
-1.495,-0.096,1.950,77.026,-329.834,40.955
-1.455,0.276,2.344,18.616,-305.969,59.143
-1.221,0.781,2.762,-50.232,-273.560,71.716
-0.959,1.235,3.082,-96.619,-232.056,66.589
-0.736,1.240,3.131,-102.356,-180.115,33.936
-0.680,0.791,3.061,-74.463,-128.296,-12.756
-0.723,0.184,2.671,-25.635,-78.125,-48.096
-0.709,-0.271,2.265,16.724,-42.236,-58.960
-0.643,-0.422,1.998,36.987,-23.621,-46.021
-0.541,-0.375,1.798,39.551,-10.010,-23.926
-0.445,-0.309,1.565,31.128,6.897,-6.653
-0.416,-0.278,1.335,20.935,24.109,2.991
-0.413,-0.253,1.127,13.733,35.583,10.193
-0.385,-0.162,0.975,9.888,39.063,18.677
-0.340,0.048,0.851,6.836,37.231,29.724
-0.297,0.281,0.791,2.563,31.738,36.255
-0.288,0.432,0.779,-1.282,25.085,34.363
-0.267,0.535,0.795,-3.296,19.470,28.320
-0.250,0.566,0.835,-2.563,14.587,17.883
-0.243,0.504,0.856,1.343,11.353,5.554
-0.254,0.364,0.886,4.944,8.667,-5.005
-0.283,0.230,0.925,4.883,6.470,-11.597
-0.287,0.138,0.959,2.258,6.226,-13.428
-0.288,0.073,0.951,0.122,7.935,-11.963
-0.292,0.038,0.939,-2.319,9.827,-8.362
-0.286,0.038,0.931,-4.883,10.742,-3.052
-0.275,0.074,0.900,-7.019,10.864,2.441
-0.266,0.115,0.915,-8.789,9.583,6.958
-0.265,0.187,0.910,-9.155,8.240,9.888
-0.254,0.206,0.934,-8.850,6.287,9.766
-0.239,0.237,0.997,-7.751,3.052,9.583
-0.233,0.253,1.019,-4.089,2.625,8.301
-0.232,0.256,0.999,-0.244,4.700,6.104
-0.231,0.252,0.959,2.014,5.920,3.967
-0.239,0.222,0.936,2.625,5.981,1.465
-0.240,0.185,0.905,1.465,6.592,0.122
-0.230,0.171,0.896,-1.343,6.409,0.244
-0.225,0.153,0.911,-2.502,4.761,0.305
-0.224,0.155,0.927,-2.502,4.211,0.488
-0.235,0.161,0.920,-1.587,4.761,0.488
-0.238,0.163,0.915,-0.366,4.761,0.366
-0.236,0.175,0.924,-0.183,4.211,0.061
-0.239,0.151,0.952,-1.404,4.395,-0.427
-0.238,0.142,0.958,-2.808,5.737,-0.488
-0.239,0.141,0.948,-2.625,6.958,0.122
-0.236,0.150,0.926,-1.587,6.958,0.427
-0.234,0.154,0.912,-1.038,6.165,0.732
-0.228,0.173,0.903,-1.648,5.005,1.587
-0.228,0.195,0.896,-2.258,4.150,1.709
-0.214,0.184,0.895,-1.404,3.845,0.305
-0.218,0.185,0.871,-0.732,4.089,-0.732
-0.220,0.168,0.864,-0.610,2.380,-1.099
-0.216,0.158,0.888,-0.122,0.122,-0.977
-0.211,0.157,0.911,0.549,-1.221,-0.183
-0.213,0.162,0.952,1.404,-2.747,0.427
-0.216,0.156,0.967,2.441,-2.686,0.610
-0.218,0.174,0.976,2.380,-1.831,1.160
-0.217,0.186,0.977,2.747,-0.854,1.343
-0.213,0.187,0.972,2.991,-0.305,0.488
-0.216,0.167,0.971,2.441,0.549,-0.610
-0.220,0.143,0.976,2.075,0.977,-1.587
-0.214,0.135,0.973,1.099,1.709,-1.404
-0.209,0.137,0.970,0.244,2.686,-0.610
-0.212,0.143,0.962,0.488,3.235,0.000
-0.215,0.149,0.956,1.221,4.028,0.183
-0.218,0.149,0.954,1.343,4.456,0.122
-0.215,0.145,0.980,1.465,3.845,0.061
-0.214,0.155,0.989,3.418,3.906,0.244
-0.215,0.164,0.972,5.554,4.883,0.244
-0.209,0.156,0.972,6.104,5.371,-0.671
-0.215,0.155,0.971,5.066,5.920,-0.916
-0.209,0.159,0.971,3.601,6.592,-0.793
-0.204,0.158,0.977,3.540,6.653,-1.160
-0.203,0.146,0.961,3.845,7.019,-1.587
-0.211,0.137,0.955,4.272,6.775,-1.831
-0.207,0.138,0.950,4.944,6.042,-1.709
-0.203,0.139,0.926,5.249,6.165,-1.465
-0.199,0.137,0.925,4.517,5.249,-1.221
-0.195,0.150,0.953,3.235,3.723,-0.854
-0.202,0.140,0.970,2.808,3.601,-1.282
-0.209,0.130,0.968,3.418,4.272,-1.404
-0.203,0.132,0.974,3.357,4.395,-0.488
-0.202,0.155,0.976,3.540,4.211,0.488
-0.198,0.158,0.970,4.333,4.578,0.427
-0.201,0.149,0.952,5.188,5.188,-0.671
-0.194,0.120,0.936,4.700,5.310,-1.404
-0.192,0.099,0.951,2.563,4.822,-1.343
-0.193,0.095,0.958,1.099,4.883,0.244
-0.192,0.103,0.971,-0.549,5.188,1.770
-0.195,0.124,0.989,-1.160,5.676,3.113
-0.195,0.147,0.983,-0.549,6.897,3.601
-0.180,0.168,0.955,0.854,7.507,3.174
-0.200,0.159,0.966,1.160,6.836,2.258
-0.201,0.156,0.953,1.099,6.958,1.099
-0.203,0.150,0.962,2.136,6.958,0.793
-0.195,0.148,0.971,2.869,6.958,0.427
-0.188,0.147,0.975,2.686,7.812,-0.061
-0.191,0.136,0.967,1.404,8.911,-0.488
-0.192,0.125,0.971,-0.305,9.644,-0.671
-0.196,0.102,0.964,-2.502,10.132,-0.732
-0.196,0.105,0.955,-3.296,10.315,0.488
-0.178,0.109,0.955,-2.869,9.705,1.587
-0.196,0.114,0.971,-1.892,8.667,2.563
-0.196,0.120,0.979,-0.671,8.606,3.052
-0.191,0.151,0.969,1.831,9.705,3.540
-0.191,0.172,0.961,3.418,10.254,3.235
-0.191,0.165,0.976,4.211,9.827,1.892
-0.185,0.157,0.978,4.639,9.827,0.854
-0.183,0.137,0.975,4.761,9.888,0.061
-0.188,0.125,0.981,4.395,9.766,0.061
-0.178,0.133,0.977,3.784,10.010,0.549
-1.334,-0.198,1.820,26.489,-522.949,55.481
-1.272,-0.063,2.094,-23.437,-481.873,65.002
-1.246,0.089,2.185,-53.528,-431.763,66.956
-1.284,0.307,2.205,-49.377,-391.846,62.866
-1.399,0.498,2.037,-21.851,-358.398,49.927
-1.474,0.432,2.023,-8.179,-331.604,27.405
-1.564,0.238,2.152,-23.804,-313.538,7.812
-1.484,-0.031,2.556,-68.787,-298.279,3.601
-1.339,-0.110,3.010,-126.099,-272.034,16.479
-1.166,0.221,3.202,-181.152,-222.168,46.692
-1.018,0.788,3.198,-200.134,-173.279,75.073
-0.837,1.178,3.140,-159.363,-136.963,75.867
-0.601,1.131,3.028,-72.876,-104.370,43.518
-0.555,0.540,2.649,15.747,-63.782,-0.427
-0.488,0.074,2.220,67.810,-25.391,-22.522
-0.391,-0.133,1.742,87.341,3.784,-20.325
-0.301,-0.213,1.303,79.163,26.184,-10.925
-0.236,-0.123,0.955,57.983,36.072,-0.122
-0.193,-0.037,0.709,35.645,36.072,6.042
-0.196,0.006,0.561,15.869,28.809,7.019
-0.183,0.082,0.555,-0.427,17.456,10.376
-0.160,0.201,0.682,-13.672,4.395,14.343
-0.159,0.302,0.831,-18.860,-3.967,14.587
-0.191,0.343,0.889,-14.526,-6.348,10.437
-0.196,0.353,0.933,-5.554,-7.812,5.005
-0.190,0.311,1.018,4.639,-11.047,-0.427
-0.197,0.228,1.042,12.390,-9.827,-5.493
-0.200,0.158,1.022,15.564,-6.104,-8.789
-0.180,0.114,1.018,14.526,-3.418,-9.949
-0.169,0.085,0.974,11.536,0.427,-9.888
-0.181,0.050,0.894,7.019,4.211,-9.521
-0.198,0.035,0.907,0.671,2.686,-7.263
-0.196,0.080,0.979,-4.639,-0.427,-3.723
-0.196,0.117,1.076,-8.057,-1.770,-2.136
-0.179,0.136,1.133,-8.789,-0.427,-1.709
-0.174,0.164,1.154,-7.690,1.953,-1.526
-0.164,0.181,1.117,-5.310,5.737,-1.282
-0.150,0.217,1.062,-2.747,9.155,-1.221
-0.143,0.196,1.031,-1.099,10.803,-2.930
-0.132,0.141,1.005,0.061,11.658,-4.517
-0.135,0.115,0.977,0.061,12.695,-4.333
-0.128,0.096,0.972,-1.282,12.817,-3.418
-0.154,0.094,0.939,-1.160,12.390,-2.563
-0.148,0.085,0.938,1.221,10.925,-1.648
-0.148,0.085,0.916,3.479,9.644,0.000
-0.150,0.087,0.884,4.639,8.728,1.465
-0.150,0.095,0.877,4.578,6.531,2.686
-0.144,0.126,0.880,3.784,4.211,4.333
-0.140,0.150,0.889,3.174,2.197,4.761
-0.139,0.151,0.914,1.709,0.549,4.028
-0.143,0.158,0.943,-0.061,-0.610,3.479
-0.142,0.173,0.940,-0.549,-0.183,3.235
-0.139,0.151,0.948,-2.136,-0.122,1.526
-0.146,0.114,0.961,-3.479,-0.427,0.183
-0.150,0.100,0.963,-2.869,-0.122,0.854
-0.150,0.089,0.963,-1.282,-0.122,2.380
-0.138,0.128,0.970,-0.305,-0.366,4.211
-0.133,0.153,0.958,0.244,0.244,4.883
-0.130,0.153,0.932,0.671,0.793,4.028
-0.131,0.150,0.962,0.305,-0.671,3.357
-0.127,0.153,0.989,0.305,-1.892,2.747
-0.128,0.148,0.985,1.343,-0.671,2.258
-0.125,0.123,0.985,1.709,0.061,1.709
-0.120,0.138,0.968,1.587,0.671,2.380
-0.123,0.143,0.939,1.953,1.099,2.808
-0.122,0.137,0.929,1.343,0.549,2.258
-0.126,0.157,0.931,0.610,-0.427,2.686
-0.126,0.150,0.947,1.038,-1.404,2.319
-0.126,0.144,0.957,2.136,-1.892,2.075
-0.127,0.169,0.956,3.113,-1.831,2.625
-0.122,0.184,0.960,3.052,-2.136,2.319
-0.119,0.197,0.979,2.441,-2.136,1.282
-0.125,0.192,0.990,2.014,-1.526,-0.305
-0.133,0.179,0.985,1.526,-0.244,-1.587
-0.136,0.149,0.986,1.770,0.244,-2.625
-0.144,0.133,0.978,2.930,0.549,-2.808
-0.152,0.124,0.970,4.333,0.916,-2.380
-0.141,0.101,0.971,5.615,0.366,-2.136
-0.146,0.096,0.977,6.287,0.244,-1.038
-0.144,0.085,0.981,6.104,0.244,0.183
-0.141,0.102,0.972,5.859,0.854,1.648
-0.142,0.126,0.951,4.272,1.038,2.808
-0.137,0.136,0.982,1.404,-0.244,2.747
-0.132,0.153,1.007,-0.854,-0.793,2.380
-0.136,0.155,1.001,-1.343,1.099,1.221
-0.136,0.150,0.980,-0.854,2.502,0.488
-0.133,0.159,0.973,0.183,2.380,0.061
-0.131,0.148,0.956,1.038,2.136,-0.671
-0.133,0.122,0.953,1.648,1.648,-1.404
-0.130,0.118,0.954,1.709,0.671,-1.404
-0.129,0.127,0.960,1.465,-0.122,-1.099
-0.135,0.111,0.984,0.427,-1.038,-1.099
-0.136,0.123,1.003,-0.061,-1.221,-0.183
-0.138,0.130,1.012,0.488,-0.549,0.549
-0.133,0.137,1.022,0.671,-0.122,0.427
-0.137,0.136,1.033,0.000,0.488,0.000
-0.140,0.115,1.023,-0.183,2.075,-0.671
-0.141,0.109,0.986,-0.244,3.906,-0.488
-0.138,0.096,0.984,-0.549,4.089,0.061
-0.138,0.096,0.975,-0.916,3.906,0.732
-0.135,0.111,0.965,-0.305,3.906,1.526
-0.144,0.124,0.966,0.793,2.930,2.197
-0.135,0.123,0.977,1.831,2.686,2.258
-0.134,0.133,0.966,1.770,2.930,2.197
-0.138,0.148,0.964,0.427,2.747,2.136
-0.140,0.142,0.981,-0.122,1.587,1.343
-0.140,0.141,0.978,0.000,1.648,0.610
-0.139,0.127,0.974,0.244,1.770,0.122
-0.139,0.124,0.980,0.183,1.770,-0.061
-0.137,0.132,0.987,-0.488,2.136,0.244
-0.140,0.126,0.988,-1.038,2.869,-0.122
-0.141,0.115,0.972,-1.221,3.967,-0.305
-0.143,0.114,0.966,-1.221,4.272,0.305
-0.137,0.115,0.969,-0.549,3.601,0.793
-0.129,0.138,0.976,1.099,3.357,1.404
-0.126,0.139,0.978,2.747,4.028,1.160
-0.127,0.143,0.960,3.601,4.639,0.488
-0.130,0.132,0.963,2.686,4.639,0.061
-0.135,0.135,0.980,1.892,3.723,0.000
-1.295,-0.247,1.880,21.851,-513.855,23.071
-1.256,-0.208,2.439,-54.749,-476.318,22.766
-1.187,-0.198,2.753,-106.812,-418.640,25.330
-1.078,-0.089,2.727,-116.516,-354.126,32.654
-1.149,0.077,2.339,-85.144,-297.119,38.513
-1.172,0.049,1.893,-34.485,-257.812,31.921
-1.250,0.094,1.550,13.855,-241.455,28.015
-1.279,0.195,1.500,42.725,-243.042,26.428
-1.163,0.295,1.880,45.654,-254.150,25.146
-1.046,0.473,2.328,21.729,-251.099,23.865
-0.961,0.642,2.643,-18.982,-220.947,17.883
-0.878,0.761,2.833,-74.219,-176.147,6.653
-0.743,0.887,2.763,-112.183,-126.526,-6.287
-0.643,0.846,2.592,-113.281,-82.642,-28.931
-0.615,0.409,2.386,-78.918,-49.255,-61.096
-0.597,-0.023,2.035,-22.217,-22.827,-81.421
-0.596,-0.395,1.740,30.151,-9.399,-84.595
-0.540,-0.624,1.574,61.096,-3.418,-73.364
-0.461,-0.701,1.374,69.397,4.395,-52.490
-0.380,-0.628,1.195,58.472,10.986,-28.076
-0.339,-0.506,1.066,35.339,13.489,-7.751
-0.300,-0.312,1.000,11.108,12.939,7.690
-0.277,-0.154,0.988,-3.296,10.681,17.578
-0.260,-0.021,0.967,-8.362,7.935,22.522
-0.255,0.106,0.992,-7.629,5.249,24.292
-0.199,0.192,0.996,-3.845,4.150,22.278
-0.187,0.231,0.995,-0.977,4.028,17.334
-0.166,0.232,1.004,0.305,4.211,12.085
-0.168,0.187,1.002,0.244,5.188,6.165
-0.175,0.126,0.960,-0.549,7.202,1.221
-0.193,0.057,0.993,-1.160,6.592,-1.465
-0.187,-0.005,0.987,-0.183,6.836,-2.075
-0.182,-0.017,0.932,2.563,8.301,0.427
-0.171,-0.012,0.916,3.723,6.775,3.662
-0.159,0.001,0.925,2.075,3.540,6.165
-0.167,0.030,0.957,-1.343,1.221,8.179
-0.169,0.062,1.009,-5.615,-0.610,9.399
-0.160,0.102,1.060,-7.996,-1.099,10.193
-0.166,0.147,1.063,-7.690,0.977,9.460
-0.179,0.142,1.058,-6.104,2.808,6.714
-0.170,0.130,1.068,-3.296,3.540,3.418
-0.160,0.095,1.071,0.305,5.310,0.427
-0.166,0.034,1.014,4.028,8.301,-2.319
-0.151,-0.006,0.953,5.737,9.949,-2.808
-0.184,-0.017,0.966,4.822,7.568,-1.221
-0.176,-0.030,0.984,3.052,7.080,0.671
-0.186,-0.034,0.955,3.174,9.216,1.526
-0.189,-0.029,0.891,2.747,10.071,3.479
-0.184,-0.023,0.905,1.587,6.409,5.188
-0.171,0.008,0.965,1.221,2.563,7.080
-0.170,0.051,0.992,1.892,2.258,8.240
-0.192,0.087,0.978,3.296,4.028,7.690
-0.162,0.089,0.932,2.258,5.432,5.737
-0.165,0.098,0.956,-1.282,4.272,4.028
-0.163,0.076,0.984,-3.784,3.845,2.869
-0.162,0.055,0.985,-3.418,4.944,1.465
-0.165,0.048,0.947,-1.038,6.592,1.648
-0.163,0.048,0.933,0.427,5.249,2.197
-0.155,0.058,0.953,1.831,2.686,2.563
-0.141,0.073,0.954,3.662,2.075,2.686
-0.139,0.089,0.922,4.578,2.869,2.380
-0.133,0.087,0.917,3.662,1.770,1.282
-0.128,0.072,0.945,2.197,0.183,0.305
-0.132,0.071,0.953,1.404,0.000,0.000
-0.150,0.072,0.952,0.916,0.122,-0.122
-0.137,0.097,0.962,-0.366,-0.488,0.122
-0.146,0.102,0.948,-0.671,-0.793,-0.488
-0.147,0.094,0.987,-0.610,-2.319,-1.831
-0.150,0.090,1.008,0.366,-2.380,-2.563
-0.156,0.071,0.996,2.014,-0.610,-3.113
-0.159,0.040,0.979,2.747,0.793,-3.601
-0.158,0.020,0.978,1.831,1.221,-3.418
-0.161,0.010,0.990,0.854,1.282,-2.625
-0.167,0.013,0.969,1.526,2.319,-1.526
-0.161,0.023,0.950,2.686,2.625,-0.244
-0.160,0.036,0.960,3.845,1.282,0.549
-0.162,0.062,0.974,4.517,0.854,0.793
-0.169,0.062,0.984,4.395,1.038,-0.061
